#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B2EC34
#Date Time: 2026-03-31 19:17:04.223
#Sample rate: 2e+06Hz
#Samples: 4096

Time (s),DIO  6,DIO  5,DIO  4,DIO  3,DIO  2,DIO  1,DIO  0
1.4451005,1,1,1,1,1,1,1
1.445101,1,1,1,1,1,1,1
1.4451015,1,1,1,1,1,1,1
1.445102,1,1,1,1,1,1,1
1.4451025,1,1,1,1,1,1,1
1.445103,1,1,1,1,1,1,1
1.4451035,1,1,1,1,1,1,1
1.445104,1,1,1,1,1,1,1
1.4451045,1,1,1,1,1,1,1
1.445105,1,1,1,1,1,1,1
1.4451055,1,1,1,1,1,1,1
1.445106,1,1,1,1,1,1,1
1.4451065,1,1,1,1,1,1,1
1.445107,1,1,1,1,1,1,1
1.4451075,1,1,1,1,1,1,1
1.445108,1,1,1,1,1,1,1
1.4451085,1,1,1,1,1,1,1
1.445109,1,1,1,1,1,1,1
1.4451095,1,1,1,1,1,1,1
1.44511,1,1,1,1,1,1,1
1.4451105,1,1,1,1,1,1,1
1.445111,1,1,1,1,1,1,1
1.4451115,1,1,1,1,1,1,1
1.445112,1,1,1,1,1,1,1
1.4451125,1,1,1,1,1,1,1
1.445113,1,1,1,1,1,1,1
1.4451135,1,1,1,1,1,1,1
1.445114,1,1,1,1,1,1,1
1.4451145,1,1,1,1,1,1,1
1.445115,1,1,1,1,1,1,1
1.4451155,1,1,1,1,1,1,1
1.445116,1,1,1,1,1,1,1
1.4451165,1,1,1,1,1,1,1
1.445117,1,1,1,1,1,1,1
1.4451175,1,1,1,1,1,1,1
1.445118,1,1,1,1,1,1,1
1.4451185,1,1,1,1,1,1,1
1.445119,1,1,1,1,1,1,1
1.4451195,1,1,1,1,1,1,1
1.44512,1,1,1,1,1,1,1
1.4451205,1,1,1,1,1,1,1
1.445121,1,1,1,1,1,1,1
1.4451215,1,1,1,1,1,1,1
1.445122,1,1,1,1,1,1,1
1.4451225,1,1,1,1,1,1,1
1.445123,1,1,1,1,1,1,1
1.4451235,1,1,1,1,1,1,1
1.445124,1,1,1,1,1,1,1
1.4451245,1,1,1,1,1,1,1
1.445125,1,1,1,1,1,1,1
1.4451255,1,1,1,1,1,1,1
1.445126,1,1,1,1,1,1,1
1.4451265,1,1,1,1,1,1,1
1.445127,1,1,1,1,1,1,1
1.4451275,1,1,1,1,1,1,1
1.445128,1,1,1,1,1,1,1
1.4451285,1,1,1,1,1,1,1
1.445129,1,1,1,1,1,1,1
1.4451295,1,1,1,1,1,1,1
1.44513,1,1,1,1,1,1,1
1.4451305,1,1,1,1,1,1,1
1.445131,1,1,1,1,1,1,1
1.4451315,1,1,1,1,1,1,1
1.445132,1,1,1,1,1,1,1
1.4451325,1,1,1,1,1,1,1
1.445133,1,1,1,1,1,1,1
1.4451335,1,1,1,1,1,1,1
1.445134,1,1,1,1,1,1,1
1.4451345,1,1,1,1,1,1,1
1.445135,1,1,1,1,1,1,1
1.4451355,1,1,1,1,1,1,1
1.445136,1,1,1,1,1,1,1
1.4451365,1,1,1,1,1,1,1
1.445137,1,1,1,1,1,1,1
1.4451375,1,1,1,1,1,1,1
1.445138,1,1,1,1,1,1,1
1.4451385,1,1,1,1,1,1,1
1.445139,1,1,1,1,1,1,1
1.4451395,1,1,1,1,1,1,1
1.44514,1,1,1,1,1,1,1
1.4451405,1,1,1,1,1,1,1
1.445141,1,1,1,1,1,1,1
1.4451415,1,1,1,1,1,1,1
1.445142,1,1,1,1,1,1,1
1.4451425,1,1,1,1,1,1,1
1.445143,1,1,1,1,1,1,1
1.4451435,1,1,1,1,1,1,1
1.445144,1,1,1,1,1,1,1
1.4451445,1,1,1,1,1,1,1
1.445145,1,1,1,1,1,1,1
1.4451455,1,1,1,1,1,1,1
1.445146,1,1,1,1,1,1,1
1.4451465,1,1,1,1,1,1,1
1.445147,1,1,1,1,1,1,1
1.4451475,1,1,1,1,1,1,1
1.445148,1,1,1,1,1,1,1
1.4451485,1,1,1,1,1,1,1
1.445149,1,1,1,1,1,1,1
1.4451495,1,1,1,1,1,1,1
1.44515,1,1,1,1,1,1,1
1.4451505,1,1,1,1,1,1,1
1.445151,1,1,1,1,1,1,1
1.4451515,1,1,1,1,1,1,1
1.445152,1,1,1,1,1,1,1
1.4451525,1,1,1,1,1,1,1
1.445153,1,1,1,1,1,1,1
1.4451535,1,1,1,1,1,1,1
1.445154,1,1,1,1,1,1,1
1.4451545,1,1,1,1,1,1,1
1.445155,1,1,1,1,1,1,1
1.4451555,1,1,1,1,1,1,1
1.445156,1,1,1,1,1,1,1
1.4451565,1,1,1,1,1,1,1
1.445157,1,1,1,1,1,1,1
1.4451575,1,1,1,1,1,1,1
1.445158,1,1,1,1,1,1,1
1.4451585,1,1,1,1,1,1,1
1.445159,1,1,1,1,1,1,1
1.4451595,1,1,1,1,1,1,1
1.44516,1,1,1,1,1,1,1
1.4451605,1,1,1,1,1,1,1
1.445161,1,1,1,1,1,1,1
1.4451615,1,1,1,1,1,1,1
1.445162,1,1,1,1,1,1,1
1.4451625,1,1,1,1,1,1,1
1.445163,1,1,1,1,1,1,1
1.4451635,1,1,1,1,1,1,1
1.445164,1,1,1,1,1,1,1
1.4451645,1,1,1,1,1,1,1
1.445165,1,1,1,1,1,1,1
1.4451655,1,1,1,1,1,1,1
1.445166,1,1,1,1,1,1,1
1.4451665,1,1,1,1,1,1,1
1.445167,1,1,1,1,1,1,1
1.4451675,1,1,1,1,1,1,1
1.445168,1,1,1,1,1,1,1
1.4451685,1,1,1,1,1,1,1
1.445169,1,1,1,1,1,1,1
1.4451695,1,1,1,1,1,1,1
1.44517,1,1,1,1,1,1,1
1.4451705,1,1,1,1,1,1,1
1.445171,1,1,1,1,1,1,1
1.4451715,1,1,1,1,1,1,1
1.445172,1,1,1,1,1,1,1
1.4451725,1,1,1,1,1,1,1
1.445173,1,1,1,1,1,1,1
1.4451735,1,1,1,1,1,1,1
1.445174,1,1,1,1,1,1,1
1.4451745,1,1,1,1,1,1,1
1.445175,1,1,1,1,1,1,1
1.4451755,1,1,1,1,1,1,1
1.445176,1,1,1,1,1,1,1
1.4451765,1,1,1,1,1,1,1
1.445177,1,1,1,1,1,1,1
1.4451775,1,1,1,1,1,1,1
1.445178,1,1,1,1,1,1,1
1.4451785,1,1,1,1,1,1,1
1.445179,1,1,1,1,1,1,1
1.4451795,1,1,1,1,1,1,1
1.44518,1,1,1,1,1,1,1
1.4451805,1,1,1,1,1,1,1
1.445181,1,1,1,1,1,1,1
1.4451815,1,1,1,1,1,1,1
1.445182,1,1,1,1,1,1,1
1.4451825,1,1,1,1,1,1,1
1.445183,1,1,1,1,1,1,1
1.4451835,1,1,1,1,1,1,1
1.445184,1,1,1,1,1,1,1
1.4451845,1,1,1,1,1,1,1
1.445185,1,1,1,1,1,1,1
1.4451855,1,1,1,1,1,1,1
1.445186,1,1,1,1,1,1,1
1.4451865,1,1,1,1,1,1,1
1.445187,1,1,1,1,1,1,1
1.4451875,1,1,1,1,1,1,1
1.445188,1,1,1,1,1,1,1
1.4451885,1,1,1,1,1,1,1
1.445189,1,1,1,1,1,1,1
1.4451895,1,1,1,1,1,1,1
1.44519,1,1,1,1,1,1,1
1.4451905,1,1,1,1,1,1,1
1.445191,1,1,1,1,1,1,1
1.4451915,1,1,1,1,1,1,1
1.445192,1,1,1,1,1,1,1
1.4451925,1,1,1,1,1,1,1
1.445193,1,1,1,1,1,1,1
1.4451935,1,1,1,1,1,1,1
1.445194,1,1,1,1,1,1,1
1.4451945,1,1,1,1,1,1,1
1.445195,1,1,1,1,1,1,1
1.4451955,1,1,1,1,1,1,1
1.445196,1,1,1,1,1,1,1
1.4451965,1,1,1,1,1,1,1
1.445197,1,1,1,1,1,1,1
1.4451975,1,1,1,1,1,1,1
1.445198,1,1,1,1,1,1,1
1.4451985,1,1,1,1,1,1,1
1.445199,1,1,1,1,1,1,1
1.4451995,1,1,1,1,1,1,1
1.4452,1,1,1,1,1,1,1
1.4452005,1,1,1,1,1,1,1
1.445201,1,1,1,1,1,1,1
1.4452015,1,1,1,1,1,1,1
1.445202,1,1,1,1,1,1,1
1.4452025,1,1,1,1,1,1,1
1.445203,1,1,1,1,1,1,1
1.4452035,1,1,1,1,1,1,1
1.445204,1,1,1,1,1,1,1
1.4452045,1,1,1,1,1,1,1
1.445205,1,1,1,1,1,1,1
1.4452055,1,1,1,1,1,1,1
1.445206,1,1,1,1,1,1,1
1.4452065,1,1,1,1,1,1,1
1.445207,1,1,1,1,1,1,1
1.4452075,1,1,1,1,1,1,1
1.445208,1,1,1,1,1,1,1
1.4452085,1,1,1,1,1,1,1
1.445209,1,1,1,1,1,1,1
1.4452095,1,1,1,1,1,1,1
1.44521,1,1,1,1,1,1,1
1.4452105,1,1,1,1,1,1,1
1.445211,1,1,1,1,1,1,1
1.4452115,1,1,1,1,1,1,1
1.445212,1,1,1,1,1,1,1
1.4452125,1,1,1,1,1,1,1
1.445213,1,1,1,1,1,1,1
1.4452135,1,1,1,1,1,1,1
1.445214,1,1,1,1,1,1,1
1.4452145,1,1,1,1,1,1,1
1.445215,1,1,1,1,1,1,1
1.4452155,1,1,1,1,1,1,1
1.445216,1,1,1,1,1,1,1
1.4452165,1,1,1,1,1,1,1
1.445217,1,1,1,1,1,1,1
1.4452175,1,1,1,1,1,1,1
1.445218,1,1,1,1,1,1,1
1.4452185,1,1,1,1,1,1,1
1.445219,1,1,1,1,1,1,1
1.4452195,1,1,1,1,1,1,1
1.44522,1,1,1,1,1,1,1
1.4452205,1,1,1,1,1,1,1
1.445221,1,1,1,1,1,1,1
1.4452215,1,1,1,1,1,1,1
1.445222,1,1,1,1,1,1,1
1.4452225,1,1,1,1,1,1,1
1.445223,1,1,1,1,1,1,1
1.4452235,1,1,1,1,1,1,1
1.445224,1,1,1,1,1,1,1
1.4452245,1,1,1,1,1,1,1
1.445225,1,1,1,1,1,1,1
1.4452255,1,1,1,1,1,1,1
1.445226,1,1,1,1,1,1,1
1.4452265,1,1,1,1,1,1,1
1.445227,1,1,1,1,1,1,1
1.4452275,1,1,1,1,1,1,1
1.445228,1,1,1,1,1,1,1
1.4452285,1,1,1,1,1,1,1
1.445229,1,1,1,1,1,1,1
1.4452295,1,1,1,1,1,1,1
1.44523,1,1,1,1,1,1,1
1.4452305,1,1,1,1,1,1,1
1.445231,1,1,1,1,1,1,1
1.4452315,1,1,1,1,1,1,1
1.445232,1,1,1,1,1,1,1
1.4452325,1,1,1,1,1,1,1
1.445233,1,1,1,1,1,1,1
1.4452335,1,1,1,1,1,1,1
1.445234,1,1,1,1,1,1,1
1.4452345,1,1,1,1,1,1,1
1.445235,1,1,1,1,1,1,1
1.4452355,1,1,1,1,1,1,1
1.445236,1,1,1,1,1,1,1
1.4452365,1,1,1,1,1,1,1
1.445237,1,1,1,1,1,1,1
1.4452375,1,1,1,1,1,1,1
1.445238,1,1,1,1,1,1,1
1.4452385,1,1,1,1,1,1,1
1.445239,1,1,1,1,1,1,1
1.4452395,1,1,1,1,1,1,1
1.44524,1,1,1,1,1,1,1
1.4452405,1,1,1,1,1,1,1
1.445241,1,1,1,1,1,1,1
1.4452415,1,1,1,1,1,1,1
1.445242,1,1,1,1,1,1,1
1.4452425,1,1,1,1,1,1,1
1.445243,1,1,1,1,1,1,1
1.4452435,1,1,1,1,1,1,1
1.445244,1,1,1,1,1,1,1
1.4452445,1,1,1,1,1,1,1
1.445245,1,1,1,1,1,1,1
1.4452455,1,1,1,1,1,1,1
1.445246,1,1,1,1,1,1,1
1.4452465,1,1,1,1,1,1,1
1.445247,1,1,1,1,1,1,1
1.4452475,1,1,1,1,1,1,1
1.445248,1,1,1,1,1,1,1
1.4452485,1,1,1,1,1,1,1
1.445249,1,1,1,1,1,1,1
1.4452495,1,1,1,1,1,1,1
1.44525,1,1,1,1,1,1,1
1.4452505,1,1,1,1,1,1,1
1.445251,1,1,1,1,1,1,1
1.4452515,1,1,1,1,1,1,1
1.445252,1,1,1,1,1,1,1
1.4452525,1,1,1,1,1,1,1
1.445253,1,1,1,1,1,1,1
1.4452535,1,1,1,1,1,1,1
1.445254,1,1,1,1,1,1,1
1.4452545,1,1,1,1,1,1,1
1.445255,1,1,1,1,1,1,1
1.4452555,1,1,1,1,1,1,1
1.445256,1,1,1,1,1,1,1
1.4452565,1,1,1,1,1,1,1
1.445257,1,1,1,1,1,1,1
1.4452575,1,1,1,1,1,1,1
1.445258,1,1,1,1,1,1,1
1.4452585,1,1,1,1,1,1,1
1.445259,1,1,1,1,1,1,1
1.4452595,1,1,1,1,1,1,1
1.44526,1,1,1,1,1,1,1
1.4452605,1,1,1,1,1,1,1
1.445261,1,1,1,1,1,1,1
1.4452615,1,1,1,1,1,1,1
1.445262,1,1,1,1,1,1,1
1.4452625,1,1,1,1,1,1,1
1.445263,1,1,1,1,1,1,1
1.4452635,1,1,1,1,1,1,1
1.445264,1,1,1,1,1,1,1
1.4452645,1,1,1,1,1,1,1
1.445265,1,1,1,1,1,1,1
1.4452655,1,1,1,1,1,1,1
1.445266,1,1,1,1,1,1,1
1.4452665,1,1,1,1,1,1,1
1.445267,1,1,1,1,1,1,1
1.4452675,1,1,1,1,1,1,1
1.445268,1,1,1,1,1,1,1
1.4452685,1,1,1,1,1,1,1
1.445269,1,1,1,1,1,1,1
1.4452695,1,1,1,1,1,1,1
1.44527,1,1,1,1,1,1,1
1.4452705,1,1,1,1,1,1,1
1.445271,1,1,1,1,1,1,1
1.4452715,1,1,1,1,1,1,1
1.445272,1,1,1,1,1,1,1
